LOCATION,SUBURB,Reason Code,Audit Date,full_location,row_index,index,longitude,latitude,corrected address,extracted_on
Mornington Peninsula Freeway,ROSEBUD,ABC,May-2018,"Mornington Peninsula Freeway, ROSEBUD",989,989.0,144.9166606,-38.364628,"Mornington Peninsula Fwy, Rosebud VIC 3939, Australia",2018-August-06
Mornington-Tyabb Road,TYABB,C,May-2018,"Mornington-Tyabb Road, TYABB",990,990.0,145.1670599,-38.2612622,"Mornington-Tyabb Rd, Tyabb VIC 3913, Australia",2018-August-06
Morpung Avenue,IRYMPLE,BC,Jun-2018,"Morpung Avenue, IRYMPLE",991,991.0,142.1847075,-34.2402468,"Morpung Ave, Irymple VIC 3498, Australia",2018-August-06
Morris Road,HOPPERS CROSSING,C,Feb-2018,"Morris Road, HOPPERS CROSSING",992,992.0,144.7038288,-37.8640642,"Morris Rd, Hoppers Crossing VIC 3029, Australia",2018-August-06
Mortlake-Ararat Road,DENICULL CREEK,C,Jul-2018,"Mortlake-Ararat Road, DENICULL CREEK",993,993.0,142.9030338,-37.3370459,"Mortlake-Ararat Rd, Denicull Creek VIC 3377, Australia",2018-August-06
Mortlake-Ararat Road,MAROONA,C,Jul-2018,"Mortlake-Ararat Road, MAROONA",994,994.0,142.8602919,-37.4185692,"Mortlake-Ararat Rd, Maroona VIC 3377, Australia",2018-August-06
Mossfiel Drive,HOPPERS CROSSING,C,Feb-2018,"Mossfiel Drive, HOPPERS CROSSING",995,995.0,144.692168,-37.8715816,"Mossfiel Dr, Hoppers Crossing VIC 3029, Australia",2018-August-06
Mount Baimbridge Road,HAMILTON,C,May-2018,"Mount Baimbridge Road, HAMILTON",996,996.0,142.0180615,-37.7048045,"Mt Baimbridge Rd, Hamilton VIC 3300, Australia",2018-August-06
Mount Buffalo Road,POREPUNKAH,BC,Apr-2018,"Mount Buffalo Road, POREPUNKAH",997,997.0,146.8765234,-36.6935697,"Mount Buffalo Rd, Porepunkah VIC 3740, Australia",2018-August-06
Mount Buller Road,MANSFIELD,AC,Apr-2018,"Mount Buller Road, MANSFIELD",998,998.0,146.1716131,-37.0687506,"Mt Buller Rd, Mansfield VIC 3722, Australia",2018-August-06
Mount Buller Road,MERRIJIG,ABC,Apr-2018,"Mount Buller Road, MERRIJIG",999,999.0,146.3024439,-37.1101721,"Mt Buller Rd, Merrijig VIC 3723, Australia",2018-August-06
Mount Buller Road,SAWMILL SETTLEMENT,ABC,Apr-2018,"Mount Buller Road, SAWMILL SETTLEMENT",1000,1000.0,146.3679396,-37.1055228,"Mt Buller Rd, Sawmill Settlement VIC 3723, Australia",2018-August-06
Mount Dandenong Road,CROYDON,ABC,Jan-2018,"Mount Dandenong Road, CROYDON",1001,1001.0,145.2814263,-37.7988018,"Mt Dandenong Rd, Croydon VIC 3136, Australia",2018-August-06
Mount Dandenong Tourist Road,KALORAMA,ABC,Mar-2018,"Mount Dandenong Tourist Road, KALORAMA",1002,1002.0,145.3655079,-37.8199561,"Mount Dandenong Tourist Rd, Kalorama VIC 3766, Australia",2018-August-06
Mount Dandenong Tourist Road,MONTROSE,ABC,Mar-2018,"Mount Dandenong Tourist Road, MONTROSE",1003,1003.0,145.3595793,-37.8285808,"Mount Dandenong Tourist Rd, Montrose VIC 3765, Australia",2018-August-06
Mount Dandenong Tourist Road,MOUNT DANDENONG,ABC,Mar-2018,"Mount Dandenong Tourist Road, MOUNT DANDENONG",1004,1004.0,145.3568848,-37.8358953,"Mount Dandenong Tourist Rd, Mount Dandenong VIC 3767, Australia",2018-August-06
Mount Macedon Road,MOUNT MACEDON,C,Apr-2018,"Mount Macedon Road, MOUNT MACEDON",1005,1005.0,144.5911583,-37.3950201,"Mount Macedon Rd, Mount Macedon VIC 3441, Australia",2018-August-06
Mount Macedon Road,WOODEND,C,Apr-2018,"Mount Macedon Road, WOODEND",1006,1006.0,144.5918494,-37.3934645,"Mount Macedon Rd, Woodend VIC 3442, Australia",2018-August-06
Mount Morton Road,BELGRAVE SOUTH,BC,Mar-2018,"Mount Morton Road, BELGRAVE SOUTH",1007,1007.0,145.3440961,-37.9251457,"Mt Morton Rd, Belgrave South VIC 3160, Australia",2018-August-06
Mount Napier Road,HAMILTON,BC,May-2018,"Mount Napier Road, HAMILTON",1008,1008.0,142.0484332,-37.7901537,"Mt Napier Rd, Hamilton VIC 3300, Australia",2018-August-06
Mount Pleasant Road,ELTHAM,BC,Apr-2018,"Mount Pleasant Road, ELTHAM",1009,1009.0,145.1696602,-37.7235813,"Mount Pleasant Rd, Eltham VIC 3095, Australia",2018-August-06
Mount Ridley Road,CRAIGIEBURN,AC,Dec-2017,"Mount Ridley Road, CRAIGIEBURN",1010,1010.0,144.9124907,-37.5663491,"Mt Ridley Rd, Craigieburn VIC 3064, Australia",2018-August-06
Mount Ridley Road,MICKLEHAM,AC,Dec-2017,"Mount Ridley Road, MICKLEHAM",1011,1011.0,144.8983803,-37.5646798,"Mt Ridley Rd, Mickleham VIC 3064, Australia",2018-August-06
Mountain Highway,BORONIA,ABC,Jan-2018,"Mountain Highway, BORONIA",1012,1012.0,145.2835438,-37.8378126,"Mountain Hwy, Boronia VIC 3155, Australia",2018-August-06
Mountain View Road,GREENSBOROUGH,BC,Apr-2018,"Mountain View Road, GREENSBOROUGH",1013,1013.0,145.1199666,-37.7093318,"Mountain View Rd, Victoria, Australia",2018-August-06
Mountain View Road,MONTMORENCY,AC,Apr-2018,"Mountain View Road, MONTMORENCY",1014,1014.0,145.1221384,-37.7122628,"Mountain View Rd, Montmorency VIC 3094, Australia",2018-August-06
Mt Alexander Road,ESSENDON,ABC,Dec-2017,"Mt Alexander Road, ESSENDON",1015,1015.0,144.9161308,-37.7529668,"Mt Alexander Rd, Essendon VIC 3040, Australia",2018-August-06
Mt Buller Road,MERRIJIG,BC,Apr-2018,"Mt Buller Road, MERRIJIG",1016,1016.0,146.3024439,-37.1101721,"Mt Buller Rd, Merrijig VIC 3723, Australia",2018-August-06
Murchison-Tatura Road,DHURRINGILE,BC,Apr-2018,"Murchison-Tatura Road, DHURRINGILE",1017,1017.0,145.2227117,-36.5351805,"Murchison-Tatura Rd, Dhurringile VIC 3610, Australia",2018-August-06
Murchison-Tatura Road,TATURA,BC,Apr-2018,"Murchison-Tatura Road, TATURA",1018,1018.0,145.2227321,-36.4919756,"Murchison-Tatura Rd, Tatura VIC 3616, Australia",2018-August-06
Murchison-Violet Town Road,MIEPOLL,C,Apr-2018,"Murchison-Violet Town Road, MIEPOLL",1019,1019.0,145.4735181,-36.6077761,"Murchison-Violet Town Rd, Miepoll VIC 3666, Australia",2018-August-06
Murchison-Violet Town Road,MURCHISON EAST,BC,Apr-2018,"Murchison-Violet Town Road, MURCHISON EAST",1020,1020.0,145.2666831,-36.614357,"Murchison-Violet Town Rd, Murchison East VIC 3610, Australia",2018-August-06
Murdoch Road,WANGARATTA,BC,Apr-2018,"Murdoch Road, WANGARATTA",1021,1021.0,146.3233937,-36.3730839,"Murdoch Rd, Wangaratta VIC 3677, Australia",2018-August-06
Murphy Street,EAST BENDIGO,C,May-2018,"Murphy Street, EAST BENDIGO",1022,1022.0,144.3022357,-36.7505844,"Murphy St, East Bendigo VIC 3550, Australia",2018-August-06
Murradoc Road,DRYSDALE,ABC,Apr-2018,"Murradoc Road, DRYSDALE",1023,1023.0,144.6102291,-38.1778913,"Murradoc Rd, Drysdale VIC 3222, Australia",2018-August-06
Murradoc Road,ST LEONARDS,BC,Apr-2018,"Murradoc Road, ST LEONARDS",1024,1024.0,144.6835071,-38.1848132,"Murradoc Rd, St Leonards VIC 3223, Australia",2018-August-06
Murray River Road,THOLOGOLONG,AC,Apr-2018,"Murray River Road, THOLOGOLONG",1025,1025.0,147.4029373,-35.9738609,"Murray River Rd, Thologolong VIC 3691, Australia",2018-August-06
Murray Road,COBURG,C,Dec-2017,"Murray Road, COBURG",1026,1026.0,144.975953,-37.7354664,"Murray Rd, Preston VIC 3058, Australia",2018-August-06
Murray Valley Highway,BARNAWARTHA,BC,Apr-2018,"Murray Valley Highway, BARNAWARTHA",1027,1027.0,146.673976,-36.0539122,"Murray Valley Hwy, Barnawartha VIC 3688, Australia",2018-August-06
Murray Valley Highway,BERRINGAMA,BC,Apr-2018,"Murray Valley Highway, BERRINGAMA",1028,1028.0,147.6774773,-36.2129543,"Murray Valley Hwy, Berringama VIC 3691, Australia",2018-August-06
Murray Valley Highway,BEVERFORD,BC,Apr-2018,"Murray Valley Highway, BEVERFORD",1029,1029.0,143.4671527,-35.224199,"Murray Valley Hwy, Beverford VIC 3590, Australia",2018-August-06
Murray Valley Highway,BONEGILLA,C,Apr-2018,"Murray Valley Highway, BONEGILLA",1030,1030.0,147.0133917,-36.1466623,"Murray Valley Hwy, Bonegilla VIC 3691, Australia",2018-August-06
Murray Valley Highway,BOUNDARY BEND,C,Apr-2018,"Murray Valley Highway, BOUNDARY BEND",1031,1031.0,143.1151085,-34.7201451,"Murray Valley Hwy, Boundary Bend VIC 3599, Australia",2018-August-06
Murray Valley Highway,BRIMIN,ABC,Apr-2018,"Murray Valley Highway, BRIMIN",1032,1032.0,146.2495928,-36.0753022,"Murray Valley Hwy, Brimin VIC 3685, Australia",2018-August-06
Murray Valley Highway,BROWNS PLAINS,ABC,Apr-2018,"Murray Valley Highway, BROWNS PLAINS",1033,1033.0,146.6214543,-36.0455949,"Murray Valley Hwy, Browns Plains VIC 3685, Australia",2018-August-06
Murray Valley Highway,BULLIOH,C,Apr-2018,"Murray Valley Highway, BULLIOH",1034,1034.0,147.3527571,-36.1864232,"Murray Valley Hwy, Bullioh VIC 3700, Australia",2018-August-06
Murray Valley Highway,BUNDALONG,C,Apr-2018,"Murray Valley Highway, BUNDALONG",1035,1035.0,146.1289944,-36.0227684,"Murray Valley Hwy, Bundalong VIC 3730, Australia",2018-August-06
Murray Valley Highway,COBRAM EAST,ABC,Apr-2018,"Murray Valley Highway, COBRAM EAST",1036,1036.0,145.7454936,-35.980255,"Murray Valley Hwy, Cobram East VIC 3644, Australia",2018-August-06
Murray Valley Highway,COHUNA,BC,Apr-2018,"Murray Valley Highway, COHUNA",1037,1037.0,144.2336253,-35.8192717,"Murray Valley Hwy, Cohuna VIC 3568, Australia",2018-August-06
Murray Valley Highway,CUDGEWA,BC,Apr-2018,"Murray Valley Highway, CUDGEWA",1038,1038.0,147.8077112,-36.2084113,"Murray Valley Hwy, Cudgewa VIC 3705, Australia",2018-August-06
Murray Valley Highway,EBDEN,C,Apr-2018,"Murray Valley Highway, EBDEN",1039,1039.0,147.0344845,-36.1758673,"Murray Valley Hwy, Ebden VIC 3691, Australia",2018-August-06
Murray Valley Highway,ECHUCA,C,Apr-2018,"Murray Valley Highway, ECHUCA",1040,1040.0,144.761181,-36.1404941,"Murray Valley Hwy, Echuca VIC 3564, Australia",2018-August-06
Murray Valley Highway,FAIRLEY,C,Apr-2018,"Murray Valley Highway, FAIRLEY",1041,1041.0,143.8651088,-35.6634852,"Murray Valley Hwy, Fairley VIC 3579, Australia",2018-August-06
Murray Valley Highway,GUNBOWER,BC,Apr-2018,"Murray Valley Highway, GUNBOWER",1042,1042.0,144.3678856,-35.9560622,"Murray Valley Hwy, Gunbower VIC 3566, Australia",2018-August-06
Murray Valley Highway,KENLEY,BC,Apr-2018,"Murray Valley Highway, KENLEY",1043,1043.0,143.260636,-34.8469762,"Murray Valley Hwy, Kenley VIC 3597, Australia",2018-August-06
Murray Valley Highway,KERANG,C,Apr-2018,"Murray Valley Highway, KERANG",1044,1044.0,143.9174123,-35.7358657,"Murray Valley Hwy, Kerang VIC 3579, Australia",2018-August-06
Murray Valley Highway,KERANG EAST,C,Apr-2018,"Murray Valley Highway, KERANG EAST",1045,1045.0,144.0178544,-35.7768903,"Murray Valley Hwy, Kerang East VIC 3579, Australia",2018-August-06
Murray Valley Highway,LAKE BOGA,C,Apr-2018,"Murray Valley Highway, LAKE BOGA",1046,1046.0,143.6469935,-35.4667171,"Murray Valley Hwy, Lake Boga VIC 3584, Australia",2018-August-06
Murray Valley Highway,LAKE CHARM,C,Apr-2018,"Murray Valley Highway, LAKE CHARM",1047,1047.0,143.8018771,-35.6076928,"Murray Valley Hwy, Lake Charm VIC 3581, Australia",2018-August-06
Murray Valley Highway,LAKE POWELL,C,Apr-2018,"Murray Valley Highway, LAKE POWELL",1048,1048.0,142.9422709,-34.7114789,"Murray Valley Hwy, Lake Powell VIC 3597, Australia",2018-August-06
Murray Valley Highway,LEITCHVILLE,BC,Apr-2018,"Murray Valley Highway, LEITCHVILLE",1049,1049.0,144.3252243,-35.9196278,"Murray Valley Hwy, Leitchville VIC 3567, Australia",2018-August-06
Murray Valley Highway,MEAD,BC,Apr-2018,"Murray Valley Highway, MEAD",1050,1050.0,145.389967,-35.9254753,"Murray Valley Hwy, Victoria, Australia",2018-August-06
Murray Valley Highway,MYSTIC PARK,BC,Apr-2018,"Murray Valley Highway, MYSTIC PARK",1051,1051.0,143.7528283,-35.5406976,"Murray Valley Hwy, Mystic Park VIC 3579, Australia",2018-August-06
Murray Valley Highway,NARRUNG,C,Apr-2018,"Murray Valley Highway, NARRUNG",1052,1052.0,143.2380308,-34.7695716,"Murray Valley Hwy, Narrung VIC 3597, Australia",2018-August-06
Murray Valley Highway,NATHALIA,ABC,Apr-2018,"Murray Valley Highway, NATHALIA",1053,1053.0,145.2036389,-36.0605137,"Murray Valley Hwy, Nathalia VIC 3638, Australia",2018-August-06
Murray Valley Highway,NYAH,C,Apr-2018,"Murray Valley Highway, NYAH",1054,1054.0,143.367821,-35.1518036999999,"Murray Valley Hwy, Nyah VIC 3594, Australia",2018-August-06
Murray Valley Highway,PIAMBIE,C,Apr-2018,"Murray Valley Highway, PIAMBIE",1055,1055.0,145.389967,-35.9254753,"Murray Valley Hwy, Victoria, Australia",2018-August-06
Murray Valley Highway,PIANGIL,C,Apr-2018,"Murray Valley Highway, PIANGIL",1056,1056.0,143.3273237,-35.0517223,"Murray Valley Hwy, Piangil VIC 3597, Australia",2018-August-06
Murray Valley Highway,RED BLUFF,C,Apr-2018,"Murray Valley Highway, RED BLUFF",1057,1057.0,145.389967,-35.9254753,"Murray Valley Hwy, Victoria, Australia",2018-August-06
Murray Valley Highway,STRATHMERTON,ABC,Apr-2018,"Murray Valley Highway, STRATHMERTON",1058,1058.0,145.4404648,-35.9254564,"Murray Valley Hwy, Strathmerton VIC 3641, Australia",2018-August-06
Murray Valley Highway,SWAN HILL,BC,Apr-2018,"Murray Valley Highway, SWAN HILL",1059,1059.0,143.5622787,-35.3561321,"Murray Valley Hwy, Swan Hill VIC 3585, Australia",2018-August-06
Murray Valley Highway,TALLANGATTA,BC,Apr-2018,"Murray Valley Highway, TALLANGATTA",1060,1060.0,147.1863881,-36.2180192,"Murray Valley Hwy, Tallangatta VIC 3700, Australia",2018-August-06
Murray Valley Highway,TONGALA,ABC,Apr-2018,"Murray Valley Highway, TONGALA",1061,1061.0,144.9604423,-36.1990105,"Murray Valley Hwy, Tongala VIC 3621, Australia",2018-August-06
Murray Valley Highway,TORRUMBARRY,ABC,Apr-2018,"Murray Valley Highway, TORRUMBARRY",1062,1062.0,144.5343135,-36.0341046,"Murray Valley Hwy, Torrumbarry VIC 3562, Australia",2018-August-06
Murray Valley Highway,TRESCO,C,Apr-2018,"Murray Valley Highway, TRESCO",1063,1063.0,143.7039671,-35.4897342999999,"Murray Valley Hwy, Tresco VIC 3583, Australia",2018-August-06
Murray Valley Highway,VINIFERA,C,Apr-2018,"Murray Valley Highway, VINIFERA",1064,1064.0,143.3988468,-35.2056523,"Murray Valley Hwy, Vinifera VIC 3591, Australia",2018-August-06
Murray Valley Highway,WEE WEE RUP,BC,Apr-2018,"Murray Valley Highway, WEE WEE RUP",1065,1065.0,144.2955979,-35.8634732,"Murray Valley Hwy, Wee Wee Rup VIC 3568, Australia",2018-August-06
Murray Valley Highway,WHARPARILLA,BC,Apr-2018,"Murray Valley Highway, WHARPARILLA",1066,1066.0,144.6336861,-36.0869776,"Murray Valley Hwy, Wharparilla VIC 3564, Australia",2018-August-06
Murray Valley Highway,WOOD WOOD,C,Apr-2018,"Murray Valley Highway, WOOD WOOD",1067,1067.0,143.3411957,-35.0998387,"Murray Valley Hwy, Wood Wood VIC 3596, Australia",2018-August-06
Murray Valley Highway,YARRAWONGA,ABC,Apr-2018,"Murray Valley Highway, YARRAWONGA",1068,1068.0,146.0102513,-36.0160168,"Murray Valley Hwy, Yarrawonga VIC 3730, Australia",2018-August-06
Murray Valley Hwy,TOWONG UPPER,C,Apr-2018,"Murray Valley Hwy, TOWONG UPPER",1069,1069.0,148.004239,-36.167983,"Murray Valley Hwy, Towong Upper VIC 3707, Australia",2018-August-06
Must Street,PORTLAND,C,May-2018,"Must Street, PORTLAND",1070,1070.0,141.6025459,-38.3595691,"Must St, Portland VIC 3305, Australia",2018-August-06
Myers Road,BITTERN,BC,Jul-2018,"Myers Road, BITTERN",1071,1071.0,145.159552,-38.3387885,"Myers Rd, Bittern VIC 3918, Australia",2018-August-06
Myrtlebank Road,MYRTLEBANK,ABC,Apr-2018,"Myrtlebank Road, MYRTLEBANK",1072,1072.0,147.051436,-38.0651643,"Myrtlebank Rd, Myrtlebank VIC 3851, Australia",2018-August-06
Myrtleford-Yackandandah Road,MUDGEGONGA,BC,Apr-2018,"Myrtleford-Yackandandah Road, MUDGEGONGA",1073,1073.0,146.8093279,-36.4980062,"Myrtleford-Yackandandah Rd, Mudgegonga VIC 3737, Australia",2018-August-06
Napier Street,STRATHMORE,C,Dec-2017,"Napier Street, STRATHMORE",1074,1074.0,144.919688,-37.7379072,"Napier St, Strathmore VIC 3041, Australia",2018-August-06
Napoleon Road,ROWVILLE,ABC,Jan-2018,"Napoleon Road, ROWVILLE",1075,1075.0,145.2712038,-37.9169793,"Napoleon Rd, Rowville VIC 3178, Australia",2018-August-06
Narre Warren North Road,NARRE WARREN,ABC,Jul-2018,"Narre Warren North Road, NARRE WARREN",1076,1076.0,145.3098514,-38.0106577,"Narre Warren N Rd, Narre Warren VIC 3805, Australia",2018-August-06
Natimuk Road,HORSHAM,C,Jul-2018,"Natimuk Road, HORSHAM",1077,1077.0,142.1787209,-36.7215631,"Natimuk Rd, Horsham VIC 3400, Australia",2018-August-06
Nepean Highway,BRIGHTON EAST,AC,Jun-2018,"Nepean Highway, BRIGHTON EAST",1078,1078.0,145.0196989,-37.9173569,"Nepean Hwy, Brighton East VIC 3187, Australia",2018-August-06
Nepean Highway,DROMANA,ABC,May-2018,"Nepean Highway, DROMANA",1079,1079.0,144.9831543,-38.329129,"Nepean Hwy, Dromana VIC 3936, Australia",2018-August-06
Nepean Highway,ELSTERNWICK,C,Jun-2018,"Nepean Highway, ELSTERNWICK",1080,1080.0,145.0013128,-37.8896187,"Nepean Hwy, Elsternwick VIC 3185, Australia",2018-August-06
Nepean Highway,FRANKSTON SOUTH,ABC,May-2018,"Nepean Highway, FRANKSTON SOUTH",1081,1081.0,145.1024151,-38.1633926,"Nepean Hwy, Frankston South VIC 3199, Australia",2018-August-06
Nepean Highway,MORNINGTON,ABC,May-2018,"Nepean Highway, MORNINGTON",1082,1082.0,145.0530814,-38.223296,"Nepean Hwy, Mornington VIC 3931, Australia",2018-August-06
Nepean Highway,MOUNT ELIZA,ABC,May-2018,"Nepean Highway, MOUNT ELIZA",1083,1083.0,145.0885927,-38.1965006,"Nepean Hwy, Mount Eliza VIC 3930, Australia",2018-August-06
Nepean Highway,SEAFORD,C,Jul-2018,"Nepean Highway, SEAFORD",1084,1084.0,145.1257593,-38.1073613,"Nepean Hwy, Seaford VIC 3198, Australia",2018-August-06
Nerowie Road,PARWAN,C,Apr-2018,"Nerowie Road, PARWAN",1085,1085.0,144.482014,-37.7461361,"Nerowie Rd, Parwan VIC 3340, Australia",2018-August-06
New Dookie Road,GRAHAMVALE,BC,Apr-2018,"New Dookie Road, GRAHAMVALE",1086,1086.0,145.4354944,-36.3647309,"New Dookie Rd, Grahamvale VIC 3631, Australia",2018-August-06
New Street,PORTLAND,C,May-2018,"New Street, PORTLAND",1087,1087.0,-70.2954152,43.6777082,"New St, Portland, ME 04103, USA",2018-August-06
Newington Road,STAWELL,C,Jul-2018,"Newington Road, STAWELL",1088,1088.0,142.7710318,-37.0471359,"Newington Rd, Stawell VIC 3380, Australia",2018-August-06
Newlands Road,COBURG NORTH,C,Dec-2017,"Newlands Road, COBURG NORTH",1089,1089.0,144.9742764,-37.7256542,"Newlands Rd, Coburg North VIC 3058, Australia",2018-August-06
Nicholson Street,COBURG,C,Dec-2017,"Nicholson Street, COBURG",1090,1090.0,144.9768168,-37.7498671,"Nicholson St, Coburg VIC 3058, Australia",2018-August-06
Nicholson Street,ORBOST,C,Apr-2018,"Nicholson Street, ORBOST",1091,1091.0,148.4567321,-37.6992055,"Nicholson St, Orbost VIC 3888, Australia",2018-August-06
Noble Street,NOBLE PARK (SSV),CD,Apr-2018,"Noble Street, NOBLE PARK (SSV)",1092,1092.0,145.1756453,-37.9686884,"1 Noble St, Noble Park VIC 3174, Australia",2018-August-06
Norman Street,WENDOUREE,C,Jul-2018,"Norman Street, WENDOUREE",1093,1093.0,143.8347879,-37.5335642,"Norman St, Wendouree VIC 3355, Australia",2018-August-06
Normanby Avenue,THORNBURY,C,Jul-2018,"Normanby Avenue, THORNBURY",1094,1094.0,144.9905719,-37.7584747999999,"Normanby Ave, Thornbury VIC 3071, Australia",2018-August-06
Normanby Drive,GREENVALE,BC,Dec-2017,"Normanby Drive, GREENVALE",1095,1095.0,144.9001516,-37.6558789,"Normanby Dr, Greenvale VIC 3059, Australia",2018-August-06
North Boundary Road,HAMILTON,C,May-2018,"North Boundary Road, HAMILTON",1096,1096.0,142.0164719,-37.725297,"N Boundary Rd, Hamilton VIC 3300, Australia",2018-August-06
North Road,LANGWARRIN,ABC,Jul-2018,"North Road, LANGWARRIN",1097,1097.0,145.200026,-38.1663561,"North Rd, Langwarrin VIC 3910, Australia",2018-August-06
North Road,PEARCEDALE,B,Jul-2018,"North Road, PEARCEDALE",1098,1098.0,145.2547788,-38.1727831,"North Rd, Pearcedale VIC 3912, Australia",2018-August-06
Northern Grampians Road,HALLS GAP,C,Jul-2018,"Northern Grampians Road, HALLS GAP",1099,1099.0,142.3265437,-36.9348774,"Northern Grampians Rd, Victoria 3401, Australia",2018-August-06
Northern Highway,ECHUCA,ABC,Apr-2018,"Northern Highway, ECHUCA",1100,1100.0,144.7293506,-36.1883928,"Northern Hwy, Echuca VIC 3564, Australia",2018-August-06
Northern Highway,KILMORE,C,Apr-2018,"Northern Highway, KILMORE",1101,1101.0,144.9517731,-37.2981403,"Northern Hwy, Kilmore VIC 3764, Australia",2018-August-06
Northern Highway,MYOLA,ABC,May-2018,"Northern Highway, MYOLA",1102,1102.0,144.6530286,-36.625502,"Northern Hwy, Myola VIC 3551, Australia",2018-August-06
Northern Highway,PYALONG,ABC,Apr-2018,"Northern Highway, PYALONG",1103,1103.0,144.8510988,-37.104175,"Northern Hwy, Pyalong VIC 3521, Australia",2018-August-06
Northern Highway,STRATHALLAN,C,Apr-2018,"Northern Highway, STRATHALLAN",1104,1104.0,144.7136639,-36.2535072,"Northern Hwy, Strathallan VIC 3622, Australia",2018-August-06
Northern Highway,TOOBORAC,BC,Apr-2018,"Northern Highway, TOOBORAC",1105,1105.0,144.804299,-37.0536033,"Northern Hwy, Tooborac VIC 3522, Australia",2018-August-06
Northern Highway,WALLAN,AC,Apr-2018,"Northern Highway, WALLAN",1106,1106.0,144.9798006,-37.4073904,"Northern Hwy, Wallan VIC 3756, Australia",2018-August-06
Northumberland Road,PASCOE VALE,ABC,Dec-2017,"Northumberland Road, PASCOE VALE",1107,1107.0,144.9324014,-37.7234445,"Northumberland Rd, Pascoe Vale VIC 3044, Australia",2018-August-06
Oaklands Road,BULLA,AC,Dec-2017,"Oaklands Road, BULLA",1108,1108.0,144.8344284,-37.6360867,"Oaklands Rd, Bulla VIC 3428, Australia",2018-August-06
Oaklands Road,OAKLANDS JUNCTION,BC,Dec-2017,"Oaklands Road, OAKLANDS JUNCTION",1109,1109.0,144.8401676,-37.6085798,"Oaklands Rd, Oaklands Junction VIC 3063, Australia",2018-August-06
Oban Road,RINGWOOD,ABC,Feb-2018,"Oban Road, RINGWOOD",1110,1110.0,145.233937,-37.7936515,"Oban Rd, Ringwood VIC 3134, Australia",2018-August-06
Oberon Avenue,ST ALBANS,C,Jul-2018,"Oberon Avenue, ST ALBANS",1111,1111.0,144.8081207,-37.7414369,"Oberon Ave, St Albans VIC 3021, Australia",2018-August-06
Ogilvie Avenue,ECHUCA,C,Apr-2018,"Ogilvie Avenue, ECHUCA",1112,1112.0,144.7506644,-36.1405363999999,"Ogilvie Ave, Echuca VIC 3564, Australia",2018-August-06
O'Gradys Road,CARRUM DOWNS,ABC,May-2018,"O'Gradys Road, CARRUM DOWNS",1113,1113.0,145.1744925,-38.1063075,"Ogradys Rd, Carrum Downs VIC 3201, Australia",2018-August-06
