ROW_INDEX,LOCATION,SUBURB,Reason Code,Audit Date,full_location
575,Great Ocean Road,PETERBOROUGH,C,Apr-2018,"Great Ocean Road, PETERBOROUGH, VICTORIA, AUSTRALIA"
576,Great Ocean Road,PORT CAMPBELL,BC,Apr-2018,"Great Ocean Road, PORT CAMPBELL, VICTORIA, AUSTRALIA"
577,Great Ocean Road,SKENES CREEK,C,Apr-2018,"Great Ocean Road, SKENES CREEK, VICTORIA, AUSTRALIA"
578,Great Ocean Road,WONGARRA,AC,Apr-2018,"Great Ocean Road, WONGARRA, VICTORIA, AUSTRALIA"
579,Greaves Road,NARRE WARREN SOUTH,B,Jul-2018,"Greaves Road, NARRE WARREN SOUTH, VICTORIA, AUSTRALIA"
580,Green Street,NOBLE PARK,B,Apr-2018,"Green Street, NOBLE PARK, VICTORIA, AUSTRALIA"
581,Greenhalghs Road,BUNKERS HILL,BC,Jul-2018,"Greenhalghs Road, BUNKERS HILL, VICTORIA, AUSTRALIA"
582,Greenhalghs Road,DELACOMBE,C,Jul-2018,"Greenhalghs Road, DELACOMBE, VICTORIA, AUSTRALIA"
583,Greensborough Road,GREENSBOROUGH,AC,Apr-2018,"Greensborough Road, GREENSBOROUGH, VICTORIA, AUSTRALIA"
584,Greensborough Road,MACLEOD,C,Apr-2018,"Greensborough Road, MACLEOD, VICTORIA, AUSTRALIA"
585,Greenvale Drive,GREENVALE,BC,Dec-2017,"Greenvale Drive, GREENVALE, VICTORIA, AUSTRALIA"
586,Greenwood Drive,BUNDOORA,BC,Apr-2018,"Greenwood Drive, BUNDOORA, VICTORIA, AUSTRALIA"
587,Greigs Road,ROCKBANK,BC,Jul-2018,"Greigs Road, ROCKBANK, VICTORIA, AUSTRALIA"
588,Greythorn Road,BALWYN NORTH,C,Apr-2018,"Greythorn Road, BALWYN NORTH, VICTORIA, AUSTRALIA"
589,Grimshaw Street,BUNDOORA,C,Apr-2018,"Grimshaw Street, BUNDOORA, VICTORIA, AUSTRALIA"
590,Grubb Road,OCEAN GROVE,ABC,Apr-2018,"Grubb Road, OCEAN GROVE, VICTORIA, AUSTRALIA"
591,Hall Road,CARRUM DOWNS,ABC,May-2018,"Hall Road, CARRUM DOWNS, VICTORIA, AUSTRALIA"
592,Hallam South Road,HAMPTON PARK,AC,Jul-2018,"Hallam South Road, HAMPTON PARK, VICTORIA, AUSTRALIA"
593,Hamilton  Highway,WINGEEL,AC,Jun-2018,"Hamilton  Highway, WINGEEL, VICTORIA, AUSTRALIA"
594,Hamilton Highway,BERRYBANK,C,Apr-2018,"Hamilton Highway, BERRYBANK, VICTORIA, AUSTRALIA"
595,Hamilton Highway,CRESSY,ABC,Apr-2018,"Hamilton Highway, CRESSY, VICTORIA, AUSTRALIA"
596,Hamilton Highway,LISMORE,C,Apr-2018,"Hamilton Highway, LISMORE, VICTORIA, AUSTRALIA"
597,Hamilton Highway,MORTLAKE,C,Apr-2018,"Hamilton Highway, MORTLAKE, VICTORIA, AUSTRALIA"
598,Hamilton Highway,MURGHEBOLUC,AC,Apr-2018,"Hamilton Highway, MURGHEBOLUC, VICTORIA, AUSTRALIA"
599,Hamilton Highway,PENSHURST,C,May-2018,"Hamilton Highway, PENSHURST, VICTORIA, AUSTRALIA"
600,Hamilton Highway,STONEHAVEN,AC,Apr-2018,"Hamilton Highway, STONEHAVEN, VICTORIA, AUSTRALIA"
601,Hamilton-Natimuk Road,CAVENDISH,C,May-2018,"Hamilton-Natimuk Road, CAVENDISH, VICTORIA, AUSTRALIA"
602,Hanlon Parade,PORTLAND,C,May-2018,"Hanlon Parade, PORTLAND, VICTORIA, AUSTRALIA"
603,Hanson Road,CRAIGIEBURN,C,Dec-2017,"Hanson Road, CRAIGIEBURN, VICTORIA, AUSTRALIA"
604,Harcourt Road,BORONIA,BC,Feb-2018,"Harcourt Road, BORONIA, VICTORIA, AUSTRALIA"
605,Hargraves Street,CASTLEMAINE,C,May-2018,"Hargraves Street, CASTLEMAINE, VICTORIA, AUSTRALIA"
606,Harold Road,SPRINGVALE SOUTH,C,Apr-2018,"Harold Road, SPRINGVALE SOUTH, VICTORIA, AUSTRALIA"
607,Harris Street,WARRNAMBOOL,C,Apr-2018,"Harris Street, WARRNAMBOOL, VICTORIA, AUSTRALIA"
608,Hattah-Robinvale Road,HATTAH,C,Jun-2018,"Hattah-Robinvale Road, HATTAH, VICTORIA, AUSTRALIA"
609,Hawkins Street,SHEPPARTON,BC,Apr-2018,"Hawkins Street, SHEPPARTON, VICTORIA, AUSTRALIA"
610,Hawthorn Road,CAULFIELD SOUTH,B,Jun-2018,"Hawthorn Road, CAULFIELD SOUTH, VICTORIA, AUSTRALIA"
611,Hazel Glen Drive,MERNDA,C,Apr-2018,"Hazel Glen Drive, MERNDA, VICTORIA, AUSTRALIA"
612,Hazelwood Road,BORONIA,ABC,Jan-2018,"Hazelwood Road, BORONIA, VICTORIA, AUSTRALIA"
613,Heads Road,DONVALE,C,May-2018,"Heads Road, DONVALE, VICTORIA, AUSTRALIA"
614,Healesville-Koo Wee Rup Road,HEALESVILLE,ABC,Mar-2018,"Healesville-Koo Wee Rup Road, HEALESVILLE, VICTORIA, AUSTRALIA"
615,Healesville-Koo Wee Rup Road,WOORI YALLOCK,ABC,Mar-2018,"Healesville-Koo Wee Rup Road, WOORI YALLOCK, VICTORIA, AUSTRALIA"
616,Healesville-Koo Wee Rup Road,YELLINGBO,ABC,Mar-2018,"Healesville-Koo Wee Rup Road, YELLINGBO, VICTORIA, AUSTRALIA"
617,Heathcote-Kyneton Road,LANGLEY,AC,Apr-2018,"Heathcote-Kyneton Road, LANGLEY, VICTORIA, AUSTRALIA"
618,Heathcote-Nagambie Road,GRAYTOWN,C,Apr-2018,"Heathcote-Nagambie Road, GRAYTOWN, VICTORIA, AUSTRALIA"
619,Heatherdale Road,MITCHAM,C,May-2018,"Heatherdale Road, MITCHAM, VICTORIA, AUSTRALIA"
620,Heatherton Road,CLAYTON SOUTH,AC,Jun-2018,"Heatherton Road, CLAYTON SOUTH, VICTORIA, AUSTRALIA"
621,Heatherton Road,DANDENONG,C,Apr-2018,"Heatherton Road, DANDENONG, VICTORIA, AUSTRALIA"
622,Heatherton Road,ENDEAVOUR HILLS,BC,Jul-2018,"Heatherton Road, ENDEAVOUR HILLS, VICTORIA, AUSTRALIA"
623,Heaths Road,HOPPERS CROSSING,C,Feb-2018,"Heaths Road, HOPPERS CROSSING, VICTORIA, AUSTRALIA"
624,Heaths Road,WERRIBEE,C,Feb-2018,"Heaths Road, WERRIBEE, VICTORIA, AUSTRALIA"
625,Hedderwick Street,ESSENDON,C,Dec-2017,"Hedderwick Street, ESSENDON, VICTORIA, AUSTRALIA"
626,Heidelberg Road,CLIFTON HILL,C,Jun-2018,"Heidelberg Road, CLIFTON HILL, VICTORIA, AUSTRALIA"
627,Heidelberg-Kinglake Road,COTTLES BRIDGE (NHB),ABCD,Jul-2018,"Heidelberg-Kinglake Road, COTTLES BRIDGE (NHB), VICTORIA, AUSTRALIA"
628,Heidelberg-Kinglake Road,HURSTBRIDGE,C,Apr-2018,"Heidelberg-Kinglake Road, HURSTBRIDGE, VICTORIA, AUSTRALIA"
629,Heidelberg-Kinglake Road,ST ANDREWS,ABC,Apr-2018,"Heidelberg-Kinglake Road, ST ANDREWS, VICTORIA, AUSTRALIA"
630,Heidelberg-Kinglake Road,WATTLE GLEN,AC,Apr-2018,"Heidelberg-Kinglake Road, WATTLE GLEN, VICTORIA, AUSTRALIA"
631,Heidelberg-Warrandyte Road,WARRANDYTE,C,May-2018,"Heidelberg-Warrandyte Road, WARRANDYTE, VICTORIA, AUSTRALIA"
632,Heinz Lane,INVERMAY PARK,BC,Jul-2018,"Heinz Lane, INVERMAY PARK, VICTORIA, AUSTRALIA"
633,Hendy Main Road,MORIAC,ABC,Apr-2018,"Hendy Main Road, MORIAC, VICTORIA, AUSTRALIA"
634,Henry Road,PAKENHAM,BC,May-2018,"Henry Road, PAKENHAM, VICTORIA, AUSTRALIA"
635,Hensley Park Road,HAMILTON,C,May-2018,"Hensley Park Road, HAMILTON, VICTORIA, AUSTRALIA"
636,Henty Highway,BRANXHOLME,ABC,May-2018,"Henty Highway, BRANXHOLME, VICTORIA, AUSTRALIA"
637,Henty Highway,BRIMPAEN,C,Jul-2018,"Henty Highway, BRIMPAEN, VICTORIA, AUSTRALIA"
638,Henty Highway,BYRNEVILLE,C,Jul-2018,"Henty Highway, BYRNEVILLE, VICTORIA, AUSTRALIA"
639,Henty Highway,HAMILTON,ABC,May-2018,"Henty Highway, HAMILTON, VICTORIA, AUSTRALIA"
640,Henty Highway,HAVEN,C,Jul-2018,"Henty Highway, HAVEN, VICTORIA, AUSTRALIA"
641,Henty Highway,KEWELL NORTH,C,Jul-2018,"Henty Highway, KEWELL NORTH, VICTORIA, AUSTRALIA"
642,Henty Highway,MOORALLA,C,May-2018,"Henty Highway, MOORALLA, VICTORIA, AUSTRALIA"
643,Henty Highway,MYAMYN,C,May-2018,"Henty Highway, MYAMYN, VICTORIA, AUSTRALIA"
644,Henty Highway,RIVERSIDE,C,Jul-2018,"Henty Highway, RIVERSIDE, VICTORIA, AUSTRALIA"
645,Henty Highway,WONWONDAH NORTH,C,Jul-2018,"Henty Highway, WONWONDAH NORTH, VICTORIA, AUSTRALIA"
646,Hertford Road,SUNSHINE,BC,Jul-2018,"Hertford Road, SUNSHINE, VICTORIA, AUSTRALIA"
647,Hidden Valley Boulevard,WALLAN,BC,Apr-2018,"Hidden Valley Boulevard, WALLAN, VICTORIA, AUSTRALIA"
648,High Street,ARARAT,AC,Jul-2018,"High Street, ARARAT, VICTORIA, AUSTRALIA"
649,High Street,BROADFORD,C,Apr-2018,"High Street, BROADFORD, VICTORIA, AUSTRALIA"
650,High Street,DONCASTER,C,May-2018,"High Street, DONCASTER, VICTORIA, AUSTRALIA"
651,High Street,EILDON,B,Apr-2018,"High Street, EILDON, VICTORIA, AUSTRALIA"
652,High Street,GLEN IRIS,C,Jul-2018,"High Street, GLEN IRIS, VICTORIA, AUSTRALIA"
653,High Street,KEW,C,May-2018,"High Street, KEW, VICTORIA, AUSTRALIA"
654,High Street,RESERVOIR,AC,Apr-2018,"High Street, RESERVOIR, VICTORIA, AUSTRALIA"
655,High Street,SEYMOUR,C,Apr-2018,"High Street, SEYMOUR, VICTORIA, AUSTRALIA"
656,High Street,TEMPLESTOWE,C,May-2018,"High Street, TEMPLESTOWE, VICTORIA, AUSTRALIA"
657,High Street Road,MOUNT WAVERLEY,C,May-2018,"High Street Road, MOUNT WAVERLEY, VICTORIA, AUSTRALIA"
658,High Street Road,WANTIRNA SOUTH,AC,Jan-2018,"High Street Road, WANTIRNA SOUTH, VICTORIA, AUSTRALIA"
659,Highbury Road,GLEN WAVERLEY,C,May-2018,"Highbury Road, GLEN WAVERLEY, VICTORIA, AUSTRALIA"
660,Highbury Road,MOUNT WAVERLEY,C,May-2018,"Highbury Road, MOUNT WAVERLEY, VICTORIA, AUSTRALIA"
661,Highett Road,HIGHETT (SBY),ABCD,Mar-2018,"Highett Road, HIGHETT (SBY), VICTORIA, AUSTRALIA"
662,Highett Road,HIGHETT (SMB),A,Mar-2018,"Highett Road, HIGHETT (SMB), VICTORIA, AUSTRALIA"
663,Highlands Road,SEYMOUR,ABC,Apr-2018,"Highlands Road, SEYMOUR, VICTORIA, AUSTRALIA"
664,Highton Lane,MANSFIELD,BC,Apr-2018,"Highton Lane, MANSFIELD, VICTORIA, AUSTRALIA"
665,Hilma Street,SUNSHINE WEST,C,Jul-2018,"Hilma Street, SUNSHINE WEST, VICTORIA, AUSTRALIA"
666,Hodder Street,BRIGHTON EAST,AC,Jun-2018,"Hodder Street, BRIGHTON EAST, VICTORIA, AUSTRALIA"
667,Hoffmans Road,NIDDRIE,C,Dec-2017,"Hoffmans Road, NIDDRIE, VICTORIA, AUSTRALIA"
668,Holmes Street,BRUNSWICK,C,Dec-2017,"Holmes Street, BRUNSWICK, VICTORIA, AUSTRALIA"
669,Homestead Road,BERWICK,B,Jul-2018,"Homestead Road, BERWICK, VICTORIA, AUSTRALIA"
670,Hopetoun Road,TOORAK,BC,Jul-2018,"Hopetoun Road, TOORAK, VICTORIA, AUSTRALIA"
671,Hopkins Highway,GRASSMERE,BC,Apr-2018,"Hopkins Highway, GRASSMERE, VICTORIA, AUSTRALIA"
672,Hopkins Highway,PURNIM,C,Apr-2018,"Hopkins Highway, PURNIM, VICTORIA, AUSTRALIA"
673,Hopkins Point Road,WARRNAMBOOL,BC,Apr-2018,"Hopkins Point Road, WARRNAMBOOL, VICTORIA, AUSTRALIA"
674,Horseshoe Bend Road,MOUNT DUNEED,BC,Apr-2018,"Horseshoe Bend Road, MOUNT DUNEED, VICTORIA, AUSTRALIA"
675,Horseshoe Bend Road,TORQUAY,BC,Apr-2018,"Horseshoe Bend Road, TORQUAY, VICTORIA, AUSTRALIA"
676,Hosie Road,SHEPPARTON EAST,B,Apr-2018,"Hosie Road, SHEPPARTON EAST, VICTORIA, AUSTRALIA"
677,Howard Street,EPSOM (WBI),ACD,Jun-2018,"Howard Street, EPSOM (WBI), VICTORIA, AUSTRALIA"
678,Howard Street,WARRNAMBOOL,C,Apr-2018,"Howard Street, WARRNAMBOOL, VICTORIA, AUSTRALIA"
679,Hughes Street,OUYEN,C,Jun-2018,"Hughes Street, OUYEN, VICTORIA, AUSTRALIA"
680,Hull Road,CROYDON,AC,Feb-2018,"Hull Road, CROYDON, VICTORIA, AUSTRALIA"
681,Hume Drive,SYDENHAM,ABC,Jul-2018,"Hume Drive, SYDENHAM, VICTORIA, AUSTRALIA"
682,Hume Drive,TAYLORS HILL,BC,Apr-2018,"Hume Drive, TAYLORS HILL, VICTORIA, AUSTRALIA"
683,Hume Freeway,BADDAGINNIE,AC,Apr-2018,"Hume Freeway, BADDAGINNIE, VICTORIA, AUSTRALIA"
684,Hume Freeway,BENALLA,C,Apr-2018,"Hume Freeway, BENALLA, VICTORIA, AUSTRALIA"
685,Hume Freeway,BORALMA,ABC,Apr-2018,"Hume Freeway, BORALMA, VICTORIA, AUSTRALIA"
686,Hume Freeway,BOWSER,ABC,Apr-2018,"Hume Freeway, BOWSER, VICTORIA, AUSTRALIA"
687,Hume Freeway,CHILTERN,BC,Apr-2018,"Hume Freeway, CHILTERN, VICTORIA, AUSTRALIA"
688,Hume Freeway,KALKALLO,AC,Dec-2017,"Hume Freeway, KALKALLO, VICTORIA, AUSTRALIA"
689,Hume Freeway,VIOLET TOWN,AC,Apr-2018,"Hume Freeway, VIOLET TOWN, VICTORIA, AUSTRALIA"
690,Hume Freeway,WANGARATTA,AC,Apr-2018,"Hume Freeway, WANGARATTA, VICTORIA, AUSTRALIA"
691,Hume Freeway,WODONGA,AC,Apr-2018,"Hume Freeway, WODONGA, VICTORIA, AUSTRALIA"
692,Humevale Road,HUMEVALE,BC,Apr-2018,"Humevale Road, HUMEVALE, VICTORIA, AUSTRALIA"
693,Humffray Street North,BALLARAT,C,Jul-2018,"Humffray Street North, BALLARAT, VICTORIA, AUSTRALIA"
694,Humphries Road,FRANKSTON,C,May-2018,"Humphries Road, FRANKSTON, VICTORIA, AUSTRALIA"
695,Huntingdale Road,MOUNT WAVERLEY,C,May-2018,"Huntingdale Road, MOUNT WAVERLEY, VICTORIA, AUSTRALIA"
696,Huon Creek Road,WODONGA,C,Apr-2018,"Huon Creek Road, WODONGA, VICTORIA, AUSTRALIA"
697,Hurd Street,PORTLAND,C,May-2018,"Hurd Street, PORTLAND, VICTORIA, AUSTRALIA"
698,Hutchison Street,SALE,C,Apr-2018,"Hutchison Street, SALE, VICTORIA, AUSTRALIA"
699,Hutton Road,KEYSBOROUGH,C,Apr-2018,"Hutton Road, KEYSBOROUGH, VICTORIA, AUSTRALIA"
700,Hyland Highway,FLYNNS CREEK UPPER,ABC,Apr-2018,"Hyland Highway, FLYNNS CREEK UPPER, VICTORIA, AUSTRALIA"
701,Hyland Highway,TRARALGON,ABC,Apr-2018,"Hyland Highway, TRARALGON, VICTORIA, AUSTRALIA"
702,Hyland Highway,YARRAM,C,Apr-2018,"Hyland Highway, YARRAM, VICTORIA, AUSTRALIA"
703,Inglis Road,BERWICK,BC,Jul-2018,"Inglis Road, BERWICK, VICTORIA, AUSTRALIA"
704,Inglis Street,BALLAN,ABC,Apr-2018,"Inglis Street, BALLAN, VICTORIA, AUSTRALIA"
705,Inglis Street,SALE,C,T,"Inglis Street, SALE, VICTORIA, AUSTRALIA"
706,Inverloch-Venus Bay Road,INVERLOCH,B,Apr-2018,"Inverloch-Venus Bay Road, INVERLOCH, VICTORIA, AUSTRALIA"
707,Inverloch-Venus Bay Road,POUND CREEK,BC,Apr-2018,"Inverloch-Venus Bay Road, POUND CREEK, VICTORIA, AUSTRALIA"
708,Ironbark Road,YARRAMBAT,ABC,Jul-2018,"Ironbark Road, YARRAMBAT, VICTORIA, AUSTRALIA"
709,Irvine Street,MOUNT EVELYN,ABC,Mar-2018,"Irvine Street, MOUNT EVELYN, VICTORIA, AUSTRALIA"
710,Jacaranda Street,RED CLIFFS,BC,Jun-2018,"Jacaranda Street, RED CLIFFS, VICTORIA, AUSTRALIA"
711,Jackson Drive,DROUIN,BC,Apr-2018,"Jackson Drive, DROUIN, VICTORIA, AUSTRALIA"
712,Jacksons Road,NOBLE PARK NORTH,BC,Apr-2018,"Jacksons Road, NOBLE PARK NORTH, VICTORIA, AUSTRALIA"
713,James Mirams Drive,ROXBURGH PARK,AC,Dec-2017,"James Mirams Drive, ROXBURGH PARK, VICTORIA, AUSTRALIA"
714,Jasper Road,BENTLEIGH,ABC,Jun-2018,"Jasper Road, BENTLEIGH, VICTORIA, AUSTRALIA"
715,Jasper Road,MCKINNON,BC,Jun-2018,"Jasper Road, MCKINNON, VICTORIA, AUSTRALIA"
716,Jeeralang North Road,HAZELWOOD NORTH,ABC,Apr-2018,"Jeeralang North Road, HAZELWOOD NORTH, VICTORIA, AUSTRALIA"
717,Jells Road,WHEELERS HILL,C,May-2018,"Jells Road, WHEELERS HILL, VICTORIA, AUSTRALIA"
718,Jetty Road,DRYSDALE (WDS),ABCD,Mar-2018,"Jetty Road, DRYSDALE (WDS), VICTORIA, AUSTRALIA"
719,Jetty Road,ROSEBUD,C,Jul-2018,"Jetty Road, ROSEBUD, VICTORIA, AUSTRALIA"
720,Jukes Road,FAWKNER,ABC,Dec-2017,"Jukes Road, FAWKNER, VICTORIA, AUSTRALIA"
721,Kangaroo Ground-St Andrews Road,PANTON HILL,AC,Apr-2018,"Kangaroo Ground-St Andrews Road, PANTON HILL, VICTORIA, AUSTRALIA"
722,Kangaroo Ground-St Andrews Road,PANTON HILL (NHB),ABC,Jul-2018,"Kangaroo Ground-St Andrews Road, PANTON HILL (NHB), VICTORIA, AUSTRALIA"
723,Kangaroo Ground-St Andrews Road,SMITHS GULLY,A,Apr-2018,"Kangaroo Ground-St Andrews Road, SMITHS GULLY, VICTORIA, AUSTRALIA"
724,Kangaroo Ground-Warrandyte Road,KANGAROO GROUND,BC,Apr-2018,"Kangaroo Ground-Warrandyte Road, KANGAROO GROUND, VICTORIA, AUSTRALIA"
725,Kangaroo Ground-Warrandyte Road,NORTH WARRANDYTE,BC,Apr-2018,"Kangaroo Ground-Warrandyte Road, NORTH WARRANDYTE, VICTORIA, AUSTRALIA"
726,Karadoc Avenue,IRYMPLE,BC,Jun-2018,"Karadoc Avenue, IRYMPLE, VICTORIA, AUSTRALIA"
727,Karingal Drive,FRANKSTON,ABC,May-2018,"Karingal Drive, FRANKSTON, VICTORIA, AUSTRALIA"
728,Kars Street,FRANKSTON,C,May-2018,"Kars Street, FRANKSTON, VICTORIA, AUSTRALIA"
729,Katamatite Road,CONGUPNA,C,Apr-2018,"Katamatite Road, CONGUPNA, VICTORIA, AUSTRALIA"
730,Katamatite-Shepparton Road,TALLYGAROOPNA,C,Apr-2018,"Katamatite-Shepparton Road, TALLYGAROOPNA, VICTORIA, AUSTRALIA"
731,Kathryn Road,KNOXFIELD,BC,Feb-2018,"Kathryn Road, KNOXFIELD, VICTORIA, AUSTRALIA"
732,Keilor Park Drive,KEILOR PARK,C,Jul-2018,"Keilor Park Drive, KEILOR PARK, VICTORIA, AUSTRALIA"
733,Kellbourne Drive,ROWVILLE,B,Feb-2018,"Kellbourne Drive, ROWVILLE, VICTORIA, AUSTRALIA"
734,Kelvinside Road,NOBLE PARK,BC,Apr-2018,"Kelvinside Road, NOBLE PARK, VICTORIA, AUSTRALIA"
735,Kenmare Street,WATSONIA,C,Jul-2018,"Kenmare Street, WATSONIA, VICTORIA, AUSTRALIA"
736,Kennedy Street,CASTLEMAINE,C,May-2018,"Kennedy Street, CASTLEMAINE, VICTORIA, AUSTRALIA"
737,Kennington Park Drive,ENDEAVOUR HILLS,B,Jul-2018,"Kennington Park Drive, ENDEAVOUR HILLS, VICTORIA, AUSTRALIA"
738,Kensington Road,LEOPOLD,BC,Apr-2018,"Kensington Road, LEOPOLD, VICTORIA, AUSTRALIA"
739,Kent Street,ASCOT VALE,BC,Dec-2017,"Kent Street, ASCOT VALE, VICTORIA, AUSTRALIA"
740,Keon Parade,KEON PARK,AC,Apr-2018,"Keon Parade, KEON PARK, VICTORIA, AUSTRALIA"
741,Kerang-Koondrook Road,TEAL POINT,C,Apr-2018,"Kerang-Koondrook Road, TEAL POINT, VICTORIA, AUSTRALIA"
742,Kerang-Murrabit Road,KERANG,BC,Apr-2018,"Kerang-Murrabit Road, KERANG, VICTORIA, AUSTRALIA"
743,Kerang-Murrabit Road,WESTBY,BC,Apr-2018,"Kerang-Murrabit Road, WESTBY, VICTORIA, AUSTRALIA"
744,Kerang-Quambatook Road,KERANG,BC,Apr-2018,"Kerang-Quambatook Road, KERANG, VICTORIA, AUSTRALIA"
745,Kiewa Valley Highway,BANDIANA,AC,Apr-2018,"Kiewa Valley Highway, BANDIANA, VICTORIA, AUSTRALIA"
746,Kiewa Valley Highway,BARANDUDA,A,Apr-2018,"Kiewa Valley Highway, BARANDUDA, VICTORIA, AUSTRALIA"
747,Kiewa Valley Highway,DEDERANG,BC,Apr-2018,"Kiewa Valley Highway, DEDERANG, VICTORIA, AUSTRALIA"
748,Kiewa Valley Highway,KIEWA,ABC,Apr-2018,"Kiewa Valley Highway, KIEWA, VICTORIA, AUSTRALIA"
749,Kiewa Valley Highway,RUNNING CREEK,AC,Apr-2018,"Kiewa Valley Highway, RUNNING CREEK, VICTORIA, AUSTRALIA"
750,Kilmore-Epping Road,WALLAN,ABC,Apr-2018,"Kilmore-Epping Road, WALLAN, VICTORIA, AUSTRALIA"
751,Kilmore-Lancefield Road,KILMORE,C,Apr-2018,"Kilmore-Lancefield Road, KILMORE, VICTORIA, AUSTRALIA"
752,King George Street,COHUNA,BC,Apr-2018,"King George Street, COHUNA, VICTORIA, AUSTRALIA"
753,King Street,DONCASTER,C,May-2018,"King Street, DONCASTER, VICTORIA, AUSTRALIA"
754,King Street,DONCASTER EAST,BC,May-2018,"King Street, DONCASTER EAST, VICTORIA, AUSTRALIA"
755,King Street,HAMILTON,C,May-2018,"King Street, HAMILTON, VICTORIA, AUSTRALIA"
756,Kingsclere Avenue,KEYSBOROUGH,C,Apr-2018,"Kingsclere Avenue, KEYSBOROUGH, VICTORIA, AUSTRALIA"
757,Kingston Road,HEATHERTON,AC,Jul-2018,"Kingston Road, HEATHERTON, VICTORIA, AUSTRALIA"
758,Kirkton Drive,KURUNJANG,BC,Apr-2018,"Kirkton Drive, KURUNJANG, VICTORIA, AUSTRALIA"
759,Knight Street,MOOROOPNA,C,Apr-2018,"Knight Street, MOOROOPNA, VICTORIA, AUSTRALIA"
760,Kobyboyn Road,SEYMOUR,ABC,Apr-2018,"Kobyboyn Road, SEYMOUR, VICTORIA, AUSTRALIA"
761,Koo Wee Rup-Longwarry Road,BAYLES,B,May-2018,"Koo Wee Rup-Longwarry Road, BAYLES, VICTORIA, AUSTRALIA"
762,Koonoomoo Road,COBRAM,C,Apr-2018,"Koonoomoo Road, COBRAM, VICTORIA, AUSTRALIA"
763,Koorlong Avenue,IRYMPLE,C,Jun-2018,"Koorlong Avenue, IRYMPLE, VICTORIA, AUSTRALIA"
764,Kooyong Road,CAULFIELD NORTH,C,Jun-2018,"Kooyong Road, CAULFIELD NORTH, VICTORIA, AUSTRALIA"
765,Kooyong Road,CAULFIELD SOUTH,C,Jun-2018,"Kooyong Road, CAULFIELD SOUTH, VICTORIA, AUSTRALIA"
766,Kororoit Creek Road,ALTONA,C,Feb-2018,"Kororoit Creek Road, ALTONA, VICTORIA, AUSTRALIA"
767,Kororoit Creek Road,WILLIAMSTOWN NORTH,C,Feb-2018,"Kororoit Creek Road, WILLIAMSTOWN NORTH, VICTORIA, AUSTRALIA"
768,Korumburra-Warragul Road,WARRAGUL SOUTH,BC,Apr-2018,"Korumburra-Warragul Road, WARRAGUL SOUTH, VICTORIA, AUSTRALIA"
769,Kulkyne Way,IRAAK,AC,Jun-2018,"Kulkyne Way, IRAAK, VICTORIA, AUSTRALIA"
770,Kulkyne Way,KARADOC,ABC,Jun-2018,"Kulkyne Way, KARADOC, VICTORIA, AUSTRALIA"
771,Kulkyne Way,NANGILOC,C,Jun-2018,"Kulkyne Way, NANGILOC, VICTORIA, AUSTRALIA"
772,Kurrak Road,YARRAMBAT,BC,Jul-2018,"Kurrak Road, YARRAMBAT, VICTORIA, AUSTRALIA"
773,Kyneton-Trentham Road,TRENTHAM,BC,Apr-2018,"Kyneton-Trentham Road, TRENTHAM, VICTORIA, AUSTRALIA"
774,Labuan Road,NUMURKAH,ABC,Apr-2018,"Labuan Road, NUMURKAH, VICTORIA, AUSTRALIA"
775,Lady Nelson Way,KEILOR DOWNS,C,Jul-2018,"Lady Nelson Way, KEILOR DOWNS, VICTORIA, AUSTRALIA"
776,Lake Tyers Beach Road,LAKE TYERS,BC,Apr-2018,"Lake Tyers Beach Road, LAKE TYERS, VICTORIA, AUSTRALIA"
777,Lambert Street,ARARAT,C,Nov-2017,"Lambert Street, ARARAT, VICTORIA, AUSTRALIA"
778,Lancaster Road,KYABRAM,BC,Apr-2018,"Lancaster Road, KYABRAM, VICTORIA, AUSTRALIA"
779,Langs Road,ASCOT VALE,C,Dec-2017,"Langs Road, ASCOT VALE, VICTORIA, AUSTRALIA"
780,Latrobe Road,MARYVALE,BC,Apr-2018,"Latrobe Road, MARYVALE, VICTORIA, AUSTRALIA"
781,Latrobe Road,MORWELL,ABC,Apr-2018,"Latrobe Road, MORWELL, VICTORIA, AUSTRALIA"
782,Lawn Road,SPRINGVALE,C,Apr-2018,"Lawn Road, SPRINGVALE, VICTORIA, AUSTRALIA"
783,Leonard Avenue,ST ALBANS,C,Jul-2018,"Leonard Avenue, ST ALBANS, VICTORIA, AUSTRALIA"
784,Leppitt Road,PAKENHAM,B,May-2018,"Leppitt Road, PAKENHAM, VICTORIA, AUSTRALIA"
785,Leslie Street,ST ALBANS,BC,Jul-2018,"Leslie Street, ST ALBANS, VICTORIA, AUSTRALIA"
786,Liberty Avenue,ROWVILLE,C,Jan-2018,"Liberty Avenue, ROWVILLE, VICTORIA, AUSTRALIA"
787,Linsell Boulevard,CRANBOURNE EAST,BC,Jul-2018,"Linsell Boulevard, CRANBOURNE EAST, VICTORIA, AUSTRALIA"
788,Liverpool Road,KILSYTH,AC,Mar-2018,"Liverpool Road, KILSYTH, VICTORIA, AUSTRALIA"
789,Livingstone Street,AVENEL,BC,Apr-2018,"Livingstone Street, AVENEL, VICTORIA, AUSTRALIA"
790,Lloyd Street,MOE,ABC,Apr-2018,"Lloyd Street, MOE, VICTORIA, AUSTRALIA"
