ROW_INDEX,LOCATION,SUBURB,Reason Code,Audit Date,full_location
1446,Surf Coast Highway,MOUNT DUNEED,BC,Apr-2018,"Surf Coast Highway, MOUNT DUNEED, VICTORIA, AUSTRALIA"
1447,Swansea Road,LILYDALE,ABC,Mar-2018,"Swansea Road, LILYDALE, VICTORIA, AUSTRALIA"
1448,Swansea Road,MONTROSE,C,Mar-2018,"Swansea Road, MONTROSE, VICTORIA, AUSTRALIA"
1449,Sydney Road,CAMPBELLFIELD,AC,Dec-2017,"Sydney Road, CAMPBELLFIELD, VICTORIA, AUSTRALIA"
1450,Sydney Road,CRAIGIEBURN,C,Dec-2017,"Sydney Road, CRAIGIEBURN, VICTORIA, AUSTRALIA"
1451,Sydney Road,FAWKNER,AC,Dec-2017,"Sydney Road, FAWKNER, VICTORIA, AUSTRALIA"
1452,Taggerty-Thornton Road,THORNTON,C,Apr-2018,"Taggerty-Thornton Road, THORNTON, VICTORIA, AUSTRALIA"
1453,Tannery Lane,MANDURANG (WBI),ACD,Jun-2018,"Tannery Lane, MANDURANG (WBI), VICTORIA, AUSTRALIA"
1454,Tarcombe Road,SEYMOUR,BC,Apr-2018,"Tarcombe Road, SEYMOUR, VICTORIA, AUSTRALIA"
1455,Tarcombe Street,EUROA,C,Apr-2018,"Tarcombe Street, EUROA, VICTORIA, AUSTRALIA"
1456,Tarneit Road,HOPPERS CROSSING,ABC,Feb-2018,"Tarneit Road, HOPPERS CROSSING, VICTORIA, AUSTRALIA"
1457,Tatura-Undera Road,GILLIESTON,BC,Apr-2018,"Tatura-Undera Road, GILLIESTON, VICTORIA, AUSTRALIA"
1458,Tatyoon Road,ARARAT,B,Jul-2018,"Tatyoon Road, ARARAT, VICTORIA, AUSTRALIA"
1459,Taylor Street,ASCOT,BC,May-2018,"Taylor Street, ASCOT, VICTORIA, AUSTRALIA"
1460,Taylors Road,CAROLINE SPRINGS,ABC,Jul-2018,"Taylors Road, CAROLINE SPRINGS, VICTORIA, AUSTRALIA"
1461,Taylors Road,PLUMPTON,BC,Jul-2018,"Taylors Road, PLUMPTON, VICTORIA, AUSTRALIA"
1462,Taylors Road,ST ALBANS,AC,Jul-2018,"Taylors Road, ST ALBANS, VICTORIA, AUSTRALIA"
1463,Taylors Road,TAYLORS HILL,ABC,Jul-2018,"Taylors Road, TAYLORS HILL, VICTORIA, AUSTRALIA"
1464,Temple Road,BELGRAVE SOUTH,ABC,Mar-2018,"Temple Road, BELGRAVE SOUTH, VICTORIA, AUSTRALIA"
1465,Templeton Street,WANTIRNA,ABC,Jan-2018,"Templeton Street, WANTIRNA, VICTORIA, AUSTRALIA"
1466,Terama Crescent,BAYSWATER,BC,Jan-2018,"Terama Crescent, BAYSWATER, VICTORIA, AUSTRALIA"
1467,Thacker Street,OCEAN GROVE,BC,Apr-2018,"Thacker Street, OCEAN GROVE, VICTORIA, AUSTRALIA"
1468,The Avenue,SPOTSWOOD,C,Feb-2018,"The Avenue, SPOTSWOOD, VICTORIA, AUSTRALIA"
1469,The Avenue,SUNBURY,C,Dec-2017,"The Avenue, SUNBURY, VICTORIA, AUSTRALIA"
1470,The Avenue of Honour,BACCHUS MARSH,BC,Apr-2018,"The Avenue of Honour, BACCHUS MARSH, VICTORIA, AUSTRALIA"
1471,The Boulevard,SHEPPARTON,BC,Apr-2018,"The Boulevard, SHEPPARTON, VICTORIA, AUSTRALIA"
1472,The Esplanade,TORQUAY,BC,Apr-2018,"The Esplanade, TORQUAY, VICTORIA, AUSTRALIA"
1473,The Eyrie,EAGLEMONT,B,Apr-2018,"The Eyrie, EAGLEMONT, VICTORIA, AUSTRALIA"
1474,The Great Eastern Way,SOUTH MORANG,BC,Apr-2018,"The Great Eastern Way, SOUTH MORANG, VICTORIA, AUSTRALIA"
1475,The Lakes Boulevard,SOUTH MORANG,BC,Apr-2018,"The Lakes Boulevard, SOUTH MORANG, VICTORIA, AUSTRALIA"
1476,Thomas Street,BRIGHTON EAST,AC,Jun-2018,"Thomas Street, BRIGHTON EAST, VICTORIA, AUSTRALIA"
1477,Thompson Road,NORLANE,BC,Apr-2018,"Thompson Road, NORLANE, VICTORIA, AUSTRALIA"
1478,Thompson Road,NORTH GEELONG,BC,Apr-2018,"Thompson Road, NORTH GEELONG, VICTORIA, AUSTRALIA"
1479,Thompsons Road,CRANBOURNE,BC,Jul-2018,"Thompsons Road, CRANBOURNE, VICTORIA, AUSTRALIA"
1480,Tinks Road,NARRE WARREN,B,Jul-2018,"Tinks Road, NARRE WARREN, VICTORIA, AUSTRALIA"
1481,Tobin Street,ARARAT,BC,Jul-2018,"Tobin Street, ARARAT, VICTORIA, AUSTRALIA"
1482,Tomahawk Creek Road,IRREWILLIPE,BC,Apr-2018,"Tomahawk Creek Road, IRREWILLIPE, VICTORIA, AUSTRALIA"
1483,Tomahawk Creek Road,PIRRON YALLOCK,ABC,Apr-2018,"Tomahawk Creek Road, PIRRON YALLOCK, VICTORIA, AUSTRALIA"
1484,Toolamba road,MOOROOPNA,BC,Apr-2018,"Toolamba road, MOOROOPNA, VICTORIA, AUSTRALIA"
1485,Toomuc Valley Road,PAKENHAM,BC,May-2018,"Toomuc Valley Road, PAKENHAM, VICTORIA, AUSTRALIA"
1486,Toorak Road,TOORAK,ABC,Jul-2018,"Toorak Road, TOORAK, VICTORIA, AUSTRALIA"
1487,Tooronga Road,MALVERN EAST,C,Jul-2018,"Tooronga Road, MALVERN EAST, VICTORIA, AUSTRALIA"
1488,Torbay Street,MACLEOD,AC,Apr-2018,"Torbay Street, MACLEOD, VICTORIA, AUSTRALIA"
1489,Traralgon Creek Road,TRARALGON SOUTH,ABC,Apr-2018,"Traralgon Creek Road, TRARALGON SOUTH, VICTORIA, AUSTRALIA"
1490,Traralgon West Road,MARYVALE,AC,Apr-2018,"Traralgon West Road, MARYVALE, VICTORIA, AUSTRALIA"
1491,Traralgon-Maffra Road,COWWARR,C,Apr-2018,"Traralgon-Maffra Road, COWWARR, VICTORIA, AUSTRALIA"
1492,Traralgon-Maffra Road,DENISON,C,Apr-2018,"Traralgon-Maffra Road, DENISON, VICTORIA, AUSTRALIA"
1493,Traralgon-Maffra Road,GLENGARRY,ABC,Apr-2018,"Traralgon-Maffra Road, GLENGARRY, VICTORIA, AUSTRALIA"
1494,Traralgon-Maffra Road,GLENGARRY NORTH,ABC,Apr-2018,"Traralgon-Maffra Road, GLENGARRY NORTH, VICTORIA, AUSTRALIA"
1495,Traralgon-Maffra Road,MAFFRA,C,Apr-2018,"Traralgon-Maffra Road, MAFFRA, VICTORIA, AUSTRALIA"
1496,Traralgon-Maffra Road,TINAMBA,C,Apr-2018,"Traralgon-Maffra Road, TINAMBA, VICTORIA, AUSTRALIA"
1497,Traralgon-Maffra Road,TOONGABBIE,AC,Apr-2018,"Traralgon-Maffra Road, TOONGABBIE, VICTORIA, AUSTRALIA"
1498,Trentham Road,TYLDEN,C,Apr-2018,"Trentham Road, TYLDEN, VICTORIA, AUSTRALIA"
1499,Truemans Road,TOOTGAROOK,C,May-2018,"Truemans Road, TOOTGAROOK, VICTORIA, AUSTRALIA"
1500,Tucker Road,BENTLEIGH,A,Jun-2018,"Tucker Road, BENTLEIGH, VICTORIA, AUSTRALIA"
1501,Tuckfield Street,OCEAN GROVE,BC,Apr-2018,"Tuckfield Street, OCEAN GROVE, VICTORIA, AUSTRALIA"
1502,Tulip Street,BLACK ROCK,C,Jun-2018,"Tulip Street, BLACK ROCK, VICTORIA, AUSTRALIA"
1503,Tullamarine Freeway,GLADSTONE PARK,AC,Dec-2017,"Tullamarine Freeway, GLADSTONE PARK, VICTORIA, AUSTRALIA"
1504,Turramurra Drive,ROWVILLE,ABC,Feb-2018,"Turramurra Drive, ROWVILLE, VICTORIA, AUSTRALIA"
1505,Twentieth Street,CARDROSS,C,Jun-2018,"Twentieth Street, CARDROSS, VICTORIA, AUSTRALIA"
1506,Twentieth Street,KOORLONG,C,Jun-2018,"Twentieth Street, KOORLONG, VICTORIA, AUSTRALIA"
1507,Twyford Road,CLYDE,B,Jul-2018,"Twyford Road, CLYDE, VICTORIA, AUSTRALIA"
1508,Tyabb-Tooradin Road,PEARCEDALE,B,Jul-2018,"Tyabb-Tooradin Road, PEARCEDALE, VICTORIA, AUSTRALIA"
1509,Tyers Road,TRARALGON,BC,Apr-2018,"Tyers Road, TRARALGON, VICTORIA, AUSTRALIA"
1510,Tylden-Woodend Road,TYLDEN,C,Apr-2018,"Tylden-Woodend Road, TYLDEN, VICTORIA, AUSTRALIA"
1511,U T Creek Road,ALEXANDRA,B,Apr-2018,"U T Creek Road, ALEXANDRA, VICTORIA, AUSTRALIA"
1512,Union Road,BALWYN,C,Apr-2018,"Union Road, BALWYN, VICTORIA, AUSTRALIA"
1513,Union Road,SURREY HILLS (ECL),BCD,May-2018,"Union Road, SURREY HILLS (ECL), VICTORIA, AUSTRALIA"
1514,Union Street,BRIGHTON EAST,B,Jun-2018,"Union Street, BRIGHTON EAST, VICTORIA, AUSTRALIA"
1515,Upper Heidelberg Road,IVANHOE,B,Apr-2018,"Upper Heidelberg Road, IVANHOE, VICTORIA, AUSTRALIA"
1516,UT Creek Road,EILDON,B,Apr-2018,"UT Creek Road, EILDON, VICTORIA, AUSTRALIA"
1517,Valley Drive,WALLAN,BC,Apr-2018,"Valley Drive, WALLAN, VICTORIA, AUSTRALIA"
1518,Ventnor Road,VENTNOR,C,Apr-2018,"Ventnor Road, VENTNOR, VICTORIA, AUSTRALIA"
1519,Victoria Street,ALTONA MEADOWS,C,Feb-2018,"Victoria Street, ALTONA MEADOWS, VICTORIA, AUSTRALIA"
1520,Victoria Street,BRUNSWICK,ABC,Dec-2017,"Victoria Street, BRUNSWICK, VICTORIA, AUSTRALIA"
1521,Victoria Street,HAMILTON,C,May-2018,"Victoria Street, HAMILTON, VICTORIA, AUSTRALIA"
1522,Victoria Street,NHILL,C,Jul-2018,"Victoria Street, NHILL, VICTORIA, AUSTRALIA"
1523,Victoria Street,WILLIAMSTOWN,C,Feb-2018,"Victoria Street, WILLIAMSTOWN, VICTORIA, AUSTRALIA"
1524,View Street,ST ALBANS,C,Jul-2018,"View Street, ST ALBANS, VICTORIA, AUSTRALIA"
1525,Vincent Avenue,ST ALBANS,C,Jul-2018,"Vincent Avenue, ST ALBANS, VICTORIA, AUSTRALIA"
1526,Vineyard Road,SUNBURY,ABC,Dec-2017,"Vineyard Road, SUNBURY, VICTORIA, AUSTRALIA"
1527,Wahring-Murchison East Road,MURCHISON EAST,C,Apr-2018,"Wahring-Murchison East Road, MURCHISON EAST, VICTORIA, AUSTRALIA"
1528,Waiora Road,HEIDELBERG HEIGHTS,C,Apr-2018,"Waiora Road, HEIDELBERG HEIGHTS, VICTORIA, AUSTRALIA"
1529,Wallan Road,GLENVALE,C,Apr-2018,"Wallan Road, GLENVALE, VICTORIA, AUSTRALIA"
1530,Walnut Avenue,MILDURA,C,Jun-2018,"Walnut Avenue, MILDURA, VICTORIA, AUSTRALIA"
1531,Walnut Avenue,MILDURA SOUTH,C,Jun-2018,"Walnut Avenue, MILDURA SOUTH, VICTORIA, AUSTRALIA"
1532,Wanda Street,MULGRAVE,C,May-2018,"Wanda Street, MULGRAVE, VICTORIA, AUSTRALIA"
1533,Wangandary Road,WANGARATTA,BC,Apr-2018,"Wangandary Road, WANGARATTA, VICTORIA, AUSTRALIA"
1534,Wangaratta Road,WANGARATTA,ABC,Apr-2018,"Wangaratta Road, WANGARATTA, VICTORIA, AUSTRALIA"
1535,Wangaratta Whitfield Road,KING VALLEY,C,Apr-2018,"Wangaratta Whitfield Road, KING VALLEY, VICTORIA, AUSTRALIA"
1536,Wangaratta-Yarrawonga Road,KILLAWARRA,ABC,Apr-2018,"Wangaratta-Yarrawonga Road, KILLAWARRA, VICTORIA, AUSTRALIA"
1537,Wangaratta-Yarrawonga Road,PEECHELBA,BC,Apr-2018,"Wangaratta-Yarrawonga Road, PEECHELBA, VICTORIA, AUSTRALIA"
1538,Wangaratta-Yarrawonga Road,WALDARA,ABC,Apr-2018,"Wangaratta-Yarrawonga Road, WALDARA, VICTORIA, AUSTRALIA"
1539,Wangoom Road,WARRNAMBOOL,C,Apr-2018,"Wangoom Road, WARRNAMBOOL, VICTORIA, AUSTRALIA"
1540,Wantirna Road,RINGWOOD,AC,Jan-2018,"Wantirna Road, RINGWOOD, VICTORIA, AUSTRALIA"
1541,Warburton Highway,LILYDALE,ABC,Mar-2018,"Warburton Highway, LILYDALE, VICTORIA, AUSTRALIA"
1542,Warburton Highway,WESBURN,ABC,Mar-2018,"Warburton Highway, WESBURN, VICTORIA, AUSTRALIA"
1543,Warburton Highway,WOORI YALLOCK,AC,Mar-2018,"Warburton Highway, WOORI YALLOCK, VICTORIA, AUSTRALIA"
1544,Warneet Road,BLIND BIGHT,B,Jul-2018,"Warneet Road, BLIND BIGHT, VICTORIA, AUSTRALIA"
1545,Warneet Road,WARNEET,B,Jul-2018,"Warneet Road, WARNEET, VICTORIA, AUSTRALIA"
1546,Warragul-Korumburra Road,WARRAGUL SOUTH,ABC,Apr-2018,"Warragul-Korumburra Road, WARRAGUL SOUTH, VICTORIA, AUSTRALIA"
1547,Warrandyte Road,LANGWARRIN,ABC,May-2018,"Warrandyte Road, LANGWARRIN, VICTORIA, AUSTRALIA"
1548,Warrandyte Road,LANGWARRIN SOUTH,BC,May-2018,"Warrandyte Road, LANGWARRIN SOUTH, VICTORIA, AUSTRALIA"
1549,Warrandyte Road,RINGWOOD NORTH,ABC,Jan-2018,"Warrandyte Road, RINGWOOD NORTH, VICTORIA, AUSTRALIA"
1550,Warrigal Road,BENTLEIGH EAST,C,Jun-2018,"Warrigal Road, BENTLEIGH EAST, VICTORIA, AUSTRALIA"
1551,Warrigal Road,BURWOOD,C,May-2018,"Warrigal Road, BURWOOD, VICTORIA, AUSTRALIA"
1552,Waterview Drive,MERNDA,BC,Apr-2018,"Waterview Drive, MERNDA, VICTORIA, AUSTRALIA"
1553,Wattle Glen-Kangaroo Ground Road,KANGAROO GROUND,AC,Apr-2018,"Wattle Glen-Kangaroo Ground Road, KANGAROO GROUND, VICTORIA, AUSTRALIA"
1554,Wattle Road,MAIDSTONE,C,Feb-2018,"Wattle Road, MAIDSTONE, VICTORIA, AUSTRALIA"
1555,Wattletree Road,MALVERN,AC,Jul-2018,"Wattletree Road, MALVERN, VICTORIA, AUSTRALIA"
1556,Wattletree Road,MALVERN EAST,C,Jul-2018,"Wattletree Road, MALVERN EAST, VICTORIA, AUSTRALIA"
1557,Waverley Road,CHADSTONE,C,May-2018,"Waverley Road, CHADSTONE, VICTORIA, AUSTRALIA"
1558,Waverley Road,GLEN WAVERLEY,C,May-2018,"Waverley Road, GLEN WAVERLEY, VICTORIA, AUSTRALIA"
1559,Waverley Road,MALVERN EAST,C,Jul-2018,"Waverley Road, MALVERN EAST, VICTORIA, AUSTRALIA"
1560,Waverley Road,MOUNT WAVERLEY,C,May-2018,"Waverley Road, MOUNT WAVERLEY, VICTORIA, AUSTRALIA"
1561,Waverley Road,WHEELERS HILL,C,May-2018,"Waverley Road, WHEELERS HILL, VICTORIA, AUSTRALIA"
1562,Wawunna Road,HORSHAM,BC,Jul-2018,"Wawunna Road, HORSHAM, VICTORIA, AUSTRALIA"
1563,Weatherall Road,CHELTENHAM,AC,Jun-2018,"Weatherall Road, CHELTENHAM, VICTORIA, AUSTRALIA"
1564,Webb Road,ROCHESTER,AB,Apr-2018,"Webb Road, ROCHESTER, VICTORIA, AUSTRALIA"
1565,Wedge Road,CARRUM DOWNS,C,May-2018,"Wedge Road, CARRUM DOWNS, VICTORIA, AUSTRALIA"
1566,Wellington Road,LYSTERFIELD,ABC,Mar-2018,"Wellington Road, LYSTERFIELD, VICTORIA, AUSTRALIA"
1567,Wellington Road,ROWVILLE,ABC,Mar-2018,"Wellington Road, ROWVILLE, VICTORIA, AUSTRALIA"
1568,Wells Road,ASPENDALE GARDENS,C,Jun-2018,"Wells Road, ASPENDALE GARDENS, VICTORIA, AUSTRALIA"
1569,Wendouree Parade,BALLARAT,C,Jul-2018,"Wendouree Parade, BALLARAT, VICTORIA, AUSTRALIA"
1570,Wentworth Road,MERBEIN,C,Jun-2018,"Wentworth Road, MERBEIN, VICTORIA, AUSTRALIA"
1571,Were Street,BRIGHTON,ABC,Jun-2018,"Were Street, BRIGHTON, VICTORIA, AUSTRALIA"
1572,West Street,GLENROY,C,Dec-2017,"West Street, GLENROY, VICTORIA, AUSTRALIA"
1573,Westall Road,SPRINGVALE SOUTH,C,Apr-2018,"Westall Road, SPRINGVALE SOUTH, VICTORIA, AUSTRALIA"
1574,Westall Road Extension,DINGLEY VILLAGE,C,Jun-2018,"Westall Road Extension, DINGLEY VILLAGE, VICTORIA, AUSTRALIA"
1575,Western Avenue,WESTMEADOWS,BC,Dec-2017,"Western Avenue, WESTMEADOWS, VICTORIA, AUSTRALIA"
1576,Western Freeway,BALLAN,C,Apr-2018,"Western Freeway, BALLAN, VICTORIA, AUSTRALIA"
1577,Western Freeway,BUANGOR,B,Jul-2018,"Western Freeway, BUANGOR, VICTORIA, AUSTRALIA"
1578,Western Freeway,GORDON,C,Apr-2018,"Western Freeway, GORDON, VICTORIA, AUSTRALIA"
1579,Western Freeway,MELTON,C,Jul-2018,"Western Freeway, MELTON, VICTORIA, AUSTRALIA"
1580,Western Freeway,NERRINA,BC,Jul-2018,"Western Freeway, NERRINA, VICTORIA, AUSTRALIA"
1581,Western Freeway,ROCKBANK,ABC,Jul-2018,"Western Freeway, ROCKBANK, VICTORIA, AUSTRALIA"
1582,Western Freeway,WALLACE,C,Apr-2018,"Western Freeway, WALLACE, VICTORIA, AUSTRALIA"
1583,Western Highway,ARARAT,B,Jul-2018,"Western Highway, ARARAT, VICTORIA, AUSTRALIA"
1584,Western Highway,ARMSTRONG,C,Jul-2018,"Western Highway, ARMSTRONG, VICTORIA, AUSTRALIA"
1585,Western Highway,BUANGOR,ABC,Jul-2018,"Western Highway, BUANGOR, VICTORIA, AUSTRALIA"
1586,Western Highway,BURRUMBEET,ABC,Jul-2018,"Western Highway, BURRUMBEET, VICTORIA, AUSTRALIA"
1587,Western Highway,DADSWELLS BRIDGE,BC,Jul-2018,"Western Highway, DADSWELLS BRIDGE, VICTORIA, AUSTRALIA"
1588,Western Highway,DAHLEN,C,Jul-2018,"Western Highway, DAHLEN, VICTORIA, AUSTRALIA"
1589,Western Highway,DEEP LEAD,C,Jul-2018,"Western Highway, DEEP LEAD, VICTORIA, AUSTRALIA"
1590,Western Highway,DIMBOOLA,AC,Jul-2018,"Western Highway, DIMBOOLA, VICTORIA, AUSTRALIA"
1591,Western Highway,DOBIE,C,Jul-2018,"Western Highway, DOBIE, VICTORIA, AUSTRALIA"
1592,Western Highway,DRUNG,AC,Jul-2018,"Western Highway, DRUNG, VICTORIA, AUSTRALIA"
1593,Western Highway,DRUNG DRUNG SOUTH,C,Jul-2018,"Western Highway, DRUNG DRUNG SOUTH, VICTORIA, AUSTRALIA"
1594,Western Highway,GERANG GERUNG,C,Jul-2018,"Western Highway, GERANG GERUNG, VICTORIA, AUSTRALIA"
1595,Western Highway,KINIMAKATKA,C,Jul-2018,"Western Highway, KINIMAKATKA, VICTORIA, AUSTRALIA"
1596,Western Highway,LAWLOIT,AC,Jul-2018,"Western Highway, LAWLOIT, VICTORIA, AUSTRALIA"
1597,Western Highway,LEIGH CREEK,ABC,Apr-2018,"Western Highway, LEIGH CREEK, VICTORIA, AUSTRALIA"
1598,Western Highway,LOCHIEL,C,Jul-2018,"Western Highway, LOCHIEL, VICTORIA, AUSTRALIA"
1599,Western Highway,MIRAM,AC,Jul-2018,"Western Highway, MIRAM, VICTORIA, AUSTRALIA"
1600,Western Highway,MIRAM SOUTH,C,Jul-2018,"Western Highway, MIRAM SOUTH, VICTORIA, AUSTRALIA"
1601,Western Highway,MOUNT LANGI GHIRAN,C,Jul-2018,"Western Highway, MOUNT LANGI GHIRAN, VICTORIA, AUSTRALIA"
1602,Western Highway,SERVICETON,C,Jul-2018,"Western Highway, SERVICETON, VICTORIA, AUSTRALIA"
1603,Western Highway,STAWELL,C,Jul-2018,"Western Highway, STAWELL, VICTORIA, AUSTRALIA"
1604,Western Highway,TRAWALLA,ABC,Jul-2018,"Western Highway, TRAWALLA, VICTORIA, AUSTRALIA"
1605,Western Port Highway,LANGWARRIN,ABC,May-2018,"Western Port Highway, LANGWARRIN, VICTORIA, AUSTRALIA"
1606,Western Port Highway,LYNDHURST,C,Apr-2018,"Western Port Highway, LYNDHURST, VICTORIA, AUSTRALIA"
1607,Western Port Highway,SKYE,ABC,May-2018,"Western Port Highway, SKYE, VICTORIA, AUSTRALIA"
1608,Westernport Highway,LANGWARRIN,C,Jul-2018,"Westernport Highway, LANGWARRIN, VICTORIA, AUSTRALIA"
1609,Westernport Road,LANG LANG,B,May-2018,"Westernport Road, LANG LANG, VICTORIA, AUSTRALIA"
1610,Westernport Road,RIPPLEBROOK,C,Apr-2018,"Westernport Road, RIPPLEBROOK, VICTORIA, AUSTRALIA"
1611,Westley Street,FERNTREE GULLY,BC,Jan-2018,"Westley Street, FERNTREE GULLY, VICTORIA, AUSTRALIA"
1612,Westmelton Drive,MELTON WEST,C,Apr-2018,"Westmelton Drive, MELTON WEST, VICTORIA, AUSTRALIA"
1613,Westwood Drive,BURNSIDE,ABC,Jul-2018,"Westwood Drive, BURNSIDE, VICTORIA, AUSTRALIA"
1614,Westwood Drive,CAROLINE SPRINGS,BC,Jul-2018,"Westwood Drive, CAROLINE SPRINGS, VICTORIA, AUSTRALIA"
1615,Wetherby Road,DONCASTER,C,May-2018,"Wetherby Road, DONCASTER, VICTORIA, AUSTRALIA"
1616,White Hill Road,DROMANA,C,May-2018,"White Hill Road, DROMANA, VICTORIA, AUSTRALIA"
1617,White Street,MORDIALLOC,AC,Jun-2018,"White Street, MORDIALLOC, VICTORIA, AUSTRALIA"
1618,Whites Road,WARRNAMBOOL,C,Apr-2018,"Whites Road, WARRNAMBOOL, VICTORIA, AUSTRALIA"
1619,Whitfield Road,MOYHU,BC,Apr-2018,"Whitfield Road, MOYHU, VICTORIA, AUSTRALIA"
1620,Whittlesea-Kinglake Road,KINGLAKE CENTRAL,BC,Apr-2018,"Whittlesea-Kinglake Road, KINGLAKE CENTRAL, VICTORIA, AUSTRALIA"
1621,Whittlesea-Kinglake Road,KINGLAKE WEST,BC,Apr-2018,"Whittlesea-Kinglake Road, KINGLAKE WEST, VICTORIA, AUSTRALIA"
1622,Whittlesea-Kinglake Road,PHEASANT CREEK,BC,Apr-2018,"Whittlesea-Kinglake Road, PHEASANT CREEK, VICTORIA, AUSTRALIA"
1623,Whittlesea-Yea Road,KINGLAKE WEST,AC,Apr-2018,"Whittlesea-Yea Road, KINGLAKE WEST, VICTORIA, AUSTRALIA"
1624,Whittlesea-Yea Road,WHITTLESEA,AC,Apr-2018,"Whittlesea-Yea Road, WHITTLESEA, VICTORIA, AUSTRALIA"
1625,Wickham Road,HIGHETT,AC,May-2018,"Wickham Road, HIGHETT, VICTORIA, AUSTRALIA"
1626,Wickham Road,HIGHETT (SBY),ABCD,Mar-2018,"Wickham Road, HIGHETT (SBY), VICTORIA, AUSTRALIA"
1627,Wickham Road,MOORABBIN,C,Jun-2018,"Wickham Road, MOORABBIN, VICTORIA, AUSTRALIA"
1628,Widford Street,GLENROY,C,Dec-2017,"Widford Street, GLENROY, VICTORIA, AUSTRALIA"
1629,Wildwood Road,BULLA,BC,Dec-2017,"Wildwood Road, BULLA, VICTORIA, AUSTRALIA"
1630,Willaton Street,ST ALBANS,C,Jul-2018,"Willaton Street, ST ALBANS, VICTORIA, AUSTRALIA"
1631,Willowgrove Road,TRAFALGAR,AC,Apr-2018,"Willowgrove Road, TRAFALGAR, VICTORIA, AUSTRALIA"
1632,Wilsons Lane,SUNBURY,C,Dec-2017,"Wilsons Lane, SUNBURY, VICTORIA, AUSTRALIA"
1633,Wilsons Road,MORNINGTON,BC,May-2018,"Wilsons Road, MORNINGTON, VICTORIA, AUSTRALIA"
1634,Wilton Vale Road,SOUTH MORANG,BC,Apr-2018,"Wilton Vale Road, SOUTH MORANG, VICTORIA, AUSTRALIA"
1635,Wimmera Highway,APSLEY,C,Jul-2018,"Wimmera Highway, APSLEY, VICTORIA, AUSTRALIA"
1636,Wimmera Highway,HORSHAM,C,Jul-2018,"Wimmera Highway, HORSHAM, VICTORIA, AUSTRALIA"
1637,Wimmera Highway,KARNAK,C,Jul-2018,"Wimmera Highway, KARNAK, VICTORIA, AUSTRALIA"
1638,Wimmera Highway,KOOREH,C,Jul-2018,"Wimmera Highway, KOOREH, VICTORIA, AUSTRALIA"
1639,Wimmera Highway,MOOLERR,C,Jul-2018,"Wimmera Highway, MOOLERR, VICTORIA, AUSTRALIA"
1640,Wimmera Highway,QUANTONG,C,Jul-2018,"Wimmera Highway, QUANTONG, VICTORIA, AUSTRALIA"
1641,Wimmera Highway,ST ARNAUD,C,Jul-2018,"Wimmera Highway, ST ARNAUD, VICTORIA, AUSTRALIA"
1642,Windsor Avenue,SPRINGVALE,BC,Apr-2018,"Windsor Avenue, SPRINGVALE, VICTORIA, AUSTRALIA"
1643,Winton-Glenrowan Road,WINTON NORTH,BC,Apr-2018,"Winton-Glenrowan Road, WINTON NORTH, VICTORIA, AUSTRALIA"
1644,Winwood Drive,FERNTREE GULLY,BC,Jan-2018,"Winwood Drive, FERNTREE GULLY, VICTORIA, AUSTRALIA"
1645,Witt Street,BENALLA,BC,Apr-2018,"Witt Street, BENALLA, VICTORIA, AUSTRALIA"
1646,Wodonga-Yackandandah Road,BARANDUDA,AC,Apr-2018,"Wodonga-Yackandandah Road, BARANDUDA, VICTORIA, AUSTRALIA"
1647,Wodonga-Yackandandah Road,STAGHORN FLAT,C,Apr-2018,"Wodonga-Yackandandah Road, STAGHORN FLAT, VICTORIA, AUSTRALIA"
1648,Wollaston Road,WARRNAMBOOL,C,Apr-2018,"Wollaston Road, WARRNAMBOOL, VICTORIA, AUSTRALIA"
1649,Wonga Road,RINGWOOD,AC,Feb-2018,"Wonga Road, RINGWOOD, VICTORIA, AUSTRALIA"
1650,Wood Street,FLINDERS,BC,May-2018,"Wood Street, FLINDERS, VICTORIA, AUSTRALIA"
1651,Wood Street,PRESTON,C,Apr-2018,"Wood Street, PRESTON, VICTORIA, AUSTRALIA"
1652,Woodland Street,STRATHMORE,C,Dec-2017,"Woodland Street, STRATHMORE, VICTORIA, AUSTRALIA"
1653,Woodmason Road,BORONIA,BC,Jan-2018,"Woodmason Road, BORONIA, VICTORIA, AUSTRALIA"
1654,Woods Point Road,EAST WARBURTON,ABC,Mar-2018,"Woods Point Road, EAST WARBURTON, VICTORIA, AUSTRALIA"
1655,Woods Point Road,MCMAHONS CREEK,ABC,Mar-2018,"Woods Point Road, MCMAHONS CREEK, VICTORIA, AUSTRALIA"
1656,Woori Yallock Road,COCKATOO,ABC,Jul-2018,"Woori Yallock Road, COCKATOO, VICTORIA, AUSTRALIA"
1657,Woori Yallock Road,NANGANA,ABC,May-2018,"Woori Yallock Road, NANGANA, VICTORIA, AUSTRALIA"
1658,Woorinen Road,SWAN HILL,C,Apr-2018,"Woorinen Road, SWAN HILL, VICTORIA, AUSTRALIA"
1659,Woorinen-Vinifera Road,WOORINEN NORTH,BC,Apr-2018,"Woorinen-Vinifera Road, WOORINEN NORTH, VICTORIA, AUSTRALIA"
1660,Woorinen-Vinifera Road,WOORINEN SOUTH,BC,Apr-2018,"Woorinen-Vinifera Road, WOORINEN SOUTH, VICTORIA, AUSTRALIA"
1661,Worsley Road,BANGHOLME,BC,Apr-2018,"Worsley Road, BANGHOLME, VICTORIA, AUSTRALIA"
